Unnamed: 0,Name,PGC,RA,Dec,Dis,e_Dis_min,e_Dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type,e_V_LG,RA_radians,Dec_radians,cos_theta_CoM_CenA_M83_0.84,angular_distance_CoM_CenA_M83_0.84,dis_center_CoM_CenA_M83_0.84,e_dis_center_min_CoM_CenA_M83_0.84,e_dis_center_max_CoM_CenA_M83_0.84,major_infall_velocity_CoM_CenA_M83_0.84,e_major_infall_velocity_min_CoM_CenA_M83_0.84,e_major_infall_velocity_max_CoM_CenA_M83_0.84,minor_infall_velocity_CoM_CenA_M83_0.84,e_minor_infall_velocity_min_CoM_CenA_M83_0.84,e_minor_infall_velocity_max_CoM_CenA_M83_0.84
123,PGC040045,PGC40045,185.5317,15.7992,9.078205301781855,1.0244208897911982,1.1547246210256912,CF4,1205.550487550194,2.0,LEDA,,,2.0,3.238139031822364,0.0048127115386941,0.959077569799312,0.2870701106265108,5.550799346054442,1.0616185814316124,1.1990713534570991,961.320992198124,680.6000813395885,765.7223183914186,913.2447488384043,12.486045232583251,9.64155264387648
89,NGC4328,PGC40209,185.8333,15.8205,14.521116175877411,1.5194203955445076,1.6969847977118668,CF4,386.3495026105897,10.0,LEDA,,,10.0,3.2434029448463786,0.0048191998897356,0.9605519291021476,0.2818162262342991,10.93441532495428,1.5762094031784404,1.754748373633639,72.0215105890802,45.05882959589553,48.32933390950588,101.8793837424388,16.10691546986429,16.244207314660827
164,UGC07512,PGC40563,186.4212,2.1593,11.587773561551264,0.4191410837456395,0.4348707846228556,CF4,1352.9823866604595,2.0,LEDA,,,2.0,3.253663735518853,0.0006577603945454,0.9634116701798104,0.2713435104815356,8.004024903308903,0.4802279693121001,0.4954718081754841,1084.2562571609649,209.263169478096,215.8645659419628,1061.714419033598,7.531939297092094,7.413045064238531
90,NGC4413,PGC40705,186.6342,12.6106,14.723125024327189,0.2687273168679063,0.273723330696539,CF4,-10.63572754312996,4.0,LEDA,,,4.0,3.2573812868256007,0.0038414084339622,0.9643541970612064,0.267804442975268,11.116447801434632,0.3334747062509713,0.3374619088965893,-335.7294089978515,37.82529399570137,38.23011761169981,-295.4789015966932,9.46979271343048,9.484375882001132
0,6dFJ0956376-092911,PGC4078671,149.1567,-9.4863,9.162204901219992,0.4525690016591888,0.4760853350197056,CF4,372.585703880873,41.0,LEDA,,,41.0,2.6032755164094263,-0.0028896922293226,0.6046700433969998,0.921444795124917,7.505120900036174,0.4264343096112464,0.4562956237943485,-337.7056487091698,297.18448656698206,307.3194283674611,270.1171945076225,44.36408724125678,42.99957706013265
92,NGC4455,PGC41066,187.1837,22.8215,6.456542290346557,0.2621315395787409,0.2732242724966216,CF4,586.8174603145833,3.0,LEDA,,,3.0,3.266971871065309,0.0069518264456623,0.9667884780078077,0.2584453593681002,2.958198982201484,0.3032030613100018,0.3180645135513433,317.0624174932332,184.35509636028928,192.4125970707496,302.0642925172697,8.474544561836524,8.074095181282132
124,PGC041395,PGC41395,187.7652,1.6758,9.204495717531715,0.5747102398620143,0.6129837126681341,CF4,954.300795500947,4.0,LEDA,,,4.0,3.277120960665657,0.0005104778720785,0.9694277696989686,0.247908409625455,5.610828266059358,0.6297036143047725,0.6691360766958283,678.3311115341531,281.1928511042164,298.0599182658213,662.6761954750973,9.865312780044178,9.50020910636522
91,NGC4437,PGC41618,188.1895,0.1146,8.165823713585919,0.4390178626289032,0.4639617640837823,CF4,971.9534132923036,2.0,LEDA,,,2.0,3.284526392681869,3.49091563075568e-05,0.9712217955834878,0.2404882717826082,4.577620763527309,0.4924988332733839,0.5188811132321112,706.7675870833177,307.5990239291964,323.4683124252084,677.5404926465872,8.783943460378737,8.159920761273838
125,PGC042120,PGC42120,189.3085,-10.4979,9.594006315159332,0.3043424473599696,0.314313133768346,CF4,562.4539150109454,8.0,LEDA,,,8.0,3.3040566270116853,-0.0031978432111788,0.9757164546837668,0.2208278448199859,5.95707559149315,0.3668650719805706,0.3763068256672239,261.422786231424,69.21464479469064,70.70852891632397,272.3506314221282,13.29675833602073,13.229268039053068
93,NGC4592,PGC42336,189.8281,-0.532,8.669618757582173,0.3519810465554585,0.3668759796408452,CF4,913.540450785043,2.0,LEDA,,,2.0,3.313125357805048,-0.0001620564673265,0.9776286017922096,0.2119212715922554,5.030872763121573,0.4124562261514022,0.4273135575885893,631.8967645087251,199.03063109737377,206.04686802109185,618.5241648307102,7.630092684236388,7.455882421388878
94,NGC4594,PGC42407,189.9976,-11.623,9.120108393559102,0.3298832252502475,0.3422632200988236,CF4,891.2959455963941,5.0,LEDA,,,5.0,3.3160836908871785,-0.0035405682701809,0.9782809618489758,0.2087971079041157,5.472028716303934,0.392048932394351,0.4040532890508261,605.0103594579773,164.37047999701784,169.2336588676193,596.6274706353151,10.321550668703708,10.246196973008182
95,NGC4600,PGC42447,190.0958,3.1177,9.078205301781855,0.2879801334730167,0.297414767476944,CF4,713.2988929334658,30.0,LEDA,,,30.0,3.3177976042126365,0.000949705729669,0.9785849445610634,0.2073254883377914,5.428637615212679,0.3506872035347452,0.3596230350588616,419.4805491309416,133.22643857756418,135.80861404508622,420.3173505738022,34.84390392144553,34.737995101990805
40,ESO381-018,PGC42936,191.1772,-35.9666,5.321082592667939,0.1211226273327836,0.1239439357562721,CF4,362.7240705102898,8.0,LEDA,,,8.0,3.336671594743704,-0.0109560528905006,0.9823753568783208,0.1880247811860814,1.750411018525878,0.1662216302646693,0.1723256647678162,63.37753562229521,62.006488920229714,63.568127380651,81.43989591701038,13.311067477463538,12.69681358144247
41,ESO381-020,PGC43048,191.5017,-33.8381,5.345643593969718,0.1216817039785205,0.1245160349700009,CF4,335.3851605115155,3.0,LEDA,,,3.0,3.342335188166425,-0.0103076747124846,0.9834169375304358,0.1823683044290618,1.760968765133092,0.1684959936805206,0.1743085584985964,30.71879851984395,31.982337085173302,32.69122804723988,54.89474704215871,9.110094583055975,8.907670807901376
126,PGC043072,PGC43072,191.5638,10.2055,9.418895965228415,0.9075155832046456,1.0042783287046235,CF4,1031.9282546517231,2.0,LEDA,,,2.0,3.343419037631913,0.0031087730776332,0.98349542855335,0.181935001994507,5.735548392427463,0.966500932493501,1.0645495534129976,744.3333366396972,437.2686887582427,480.6992878258287,734.096696452653,8.213480566882254,7.662948132267161
154,SDSSJ124936.90+215505.7,PGC4343356,192.4035,21.9178,6.338697112569274,0.2852883650301372,0.2987335914498237,CF4,491.0819518190804,4.0,LEDA,,,4.0,3.35807456736091,0.0066765436834011,0.9859707208807176,0.1677033442911344,2.6804990889002296,0.3400115856402741,0.3554020082140079,195.92184573843392,139.28005078203577,145.02114895581514,197.75194048923368,9.145518638859784,8.815458256016882
127,PGC043851,PGC43851,193.4868,-12.1059,8.953647655495944,0.5590477903019657,0.5962782047184252,CF4,634.8316892688551,2.0,LEDA,,,2.0,3.376981719147764,-0.0036876680221959,0.9890726796133502,0.1479681022179344,5.237945067238722,0.62336082967275,0.6603393118098815,334.5122666268928,147.92854906467974,156.33365768389055,336.8537938667922,7.351596497301102,7.251768260899553
46,ESO443-009,PGC43978,193.7232,-28.3408,5.834451042737443,0.2881939131583388,0.3031690089104923,CF4,407.5512652825407,4.0,LEDA,,,4.0,3.381107677499479,-0.0086331013706911,0.9897021518793194,0.1436354489424872,2.155789151042068,0.3411108509673013,0.3592738206127732,107.57572718991833,111.17761537812116,116.4097006032637,114.03090108583874,9.65665617023464,9.302162132688297
128,PGC044055,PGC44055,193.9185,19.2092,4.720630412635907,0.149748516487155,0.1546544883979592,CF4,362.2979751987631,4.0,LEDA,,,4.0,3.384516305528624,0.0058514569401668,0.9900259766272348,0.1413552107565099,1.108338777066873,0.1805169579540013,0.1960232412665923,68.1352394424025,134.25078047474906,143.81904433880243,74.23021852245978,9.23594115004957,7.848083790556572
96,NGC4826,PGC44182,194.1825,21.682,4.30526610491711,0.0590704654539804,0.0598922174845553,CF4,363.5384530831522,4.0,LEDA,,,4.0,3.3891239747538893,0.0066047148958154,0.9906453210105338,0.1368890096820786,0.7574377649879611,0.0809402995788222,0.0926893228270225,88.65900427309538,198.01283170108232,221.5646947416903,73.79837592841595,7.705630651107995,7.9205637276524925
165,UGC08091,PGC44491,194.6678,14.2173,2.137962089502231,0.1056050785660098,0.1110925163335481,CF4,138.35590541530493,2.0,LEDA,,,2.0,3.397594057613817,0.0043308372423335,0.9917948110136128,0.1281907520650986,1.68876698070328,0.1740403238568393,0.171129891762426,169.18895557119868,86.90084124451397,86.55027553304238,167.61990591267582,7.501029583819672,7.4081381953977825
129,PGC044681,PGC44681,194.9857,-19.4114,7.112135136533295,0.2887481951165949,0.3009672764758857,CF4,619.1440888098103,2.0,LEDA,,,2.0,3.4031424593059074,-0.0059130505824477,0.9926007591974484,0.1217241442276243,3.384613383765811,0.3536192741052715,0.3654787683393077,321.0086629564428,153.64933343068884,158.69305480718228,319.29243166699644,7.311420128945485,7.251377176281778
130,PGC044982,PGC44982,195.5598,-17.2378,5.623413251903491,0.1783867234792797,0.1842309233096299,CF4,549.4505821792959,2.0,LEDA,,,2.0,3.4131623945416067,-0.0052509341587993,0.9937613776446262,0.111759741440476,1.907460712537523,0.2392855677322132,0.2458849352616023,256.0814741086475,209.99826326704843,215.6175875904885,248.5456123308659,7.912860517163324,7.604707161056439
131,PGC045084,PGC45084,195.8199,-17.4229,5.888436553555893,0.2390668054328637,0.2491834980920524,CF4,546.5745310070763,2.0,LEDA,,,2.0,3.417701995926044,-0.0053073188432018,0.9942567958112044,0.1072260231735898,2.161595963465116,0.3010388148168135,0.3117989872276578,250.12171910267065,207.2253920616752,214.4033384536024,245.91633997236733,7.655673258028344,7.424656688073696
19,ESO269-037,PGC45104,195.8883,-46.5869,3.07609681474071,0.0975803853115189,0.1007772559090631,CF4,481.4448467815048,6.0,LEDA,,,6.0,3.418895801134408,-0.0141911812738614,0.994406686246552,0.1058162155608837,0.7972362216770923,0.1455354870813654,0.1518991081826545,-191.1673575761972,384.1843523141994,399.70507208258925,-138.69638946549884,19.630817979053347,24.604313914788165
56,HIPASSJ1348-37,PGC4614882,207.1396,-37.9681,5.520774392807576,0.1751307988378583,0.1808683299999023,CF4,359.0333691434523,6.0,LEDA,,,6.0,3.6152680312640464,-0.0115657446562037,0.9959022294552496,0.0905601703567135,1.7825779861871618,0.2385456605835978,0.2445874862658239,55.60882257386071,60.1003487305856,61.350483097910384,60.3407234862276,11.5550233325309,11.459884947276784
100,NGC5068,PGC46400,199.7295,-21.0392,5.035006087879052,0.2044180674813205,0.2130685146186781,CF4,471.2759125948975,2.0,LEDA,,,2.0,3.4859373883620144,-0.0064089068183765,0.9992313953423074,0.0392097726780228,1.2597709092748175,0.2719184242271182,0.280283077992669,168.81939669004296,302.79982999520143,312.0913648341315,167.5698761474139,7.623014227593387,7.441169173561889
133,PGC046885,PGC46885,201.1501,-30.9719,4.6558609352295885,0.126885136193378,0.1304399879967919,CF4,267.1640070408422,3.0,LEDA,,,3.0,3.510731535715846,-0.0094345802638919,0.999898298040646,0.0142620954478766,0.870999539550143,0.1967247777270441,0.1992045428244221,-37.150369235695365,98.33541416615824,99.57061518375671,-36.64399602954914,8.425216500122517,8.462420077036871
149,PGC4689210,PGC4689210,161.7216,12.7444,9.594006315159332,0.9642208374896306,1.0719548971432469,CF4,491.7149059126178,5.0,LEDA,,,5.0,2.8225743915932617,0.0038821662447297,0.7633570838250738,0.7023021379719673,7.135651935080784,0.9283195004290156,1.0524292765677394,143.60150063285522,109.89660467081826,121.13427408108856,311.1530411113113,13.093181858907371,12.350810868006931
58,IC4247,PGC47073,201.6852,-30.3625,5.05824662003114,0.0923234055277779,0.0940398257864219,CF4,200.07164065693897,8.0,LEDA,,,8.0,3.5200707925432675,-0.0092489464082739,0.9999846224226446,0.0055457401250289,1.2715557376633018,0.1627080500384434,0.1631468391674175,-104.13587440196198,119.30324580903668,119.79916321382652,-104.06071615516508,13.365179289368072,13.366714417847303
26,ESO270-017,PGC47847,203.6951,-45.5473,6.792036326171846,0.1546056221527605,0.1582068497161248,CF4,584.1532218775575,4.0,LEDA,,,4.0,3.5551501651791013,-0.0138745010042511,0.999535396847834,0.0304840657602826,3.009087702690981,0.2247227953720463,0.2270780853172702,280.367010735498,104.03428387786929,105.26361896097976,280.264925412542,9.350093081961576,9.34943473666931
47,ESO444-078,PGC48029,204.1284,-29.2354,5.2966344389165805,0.0726725489253832,0.0736835247859524,CF4,361.5920088935722,2.0,LEDA,,,2.0,3.562712676827993,-0.0089056121144323,0.9992721048282625,0.0381571354824327,1.5193518776682948,0.1420403115982498,0.1419479816637285,57.66188500288716,45.355958564431184,45.42273012071834,58.476520322077306,7.373770374078418,7.359806571375628
106,NGC5236_M83,PGC48082,204.2536,-29.8656,4.7863009232263805,0.087359837174227,0.0889839778074774,CF4,296.30810907553007,2.0,LEDA,,,2.0,3.56489782905149,-0.0090975820123819,0.99918732897502,0.0403182618972103,1.0140103618267542,0.1550864040474987,0.1561418052031933,-8.26271167817079,19.67200159112524,19.77016945389484,-5.69129921744659,7.566977508115328,7.607853066333555
59,IC4316,PGC48368,205.0761,-28.8942,4.24619563946313,0.0775018047597724,0.0789426708869562,CF4,371.1400987060895,3.0,LEDA,,,3.0,3.579253162149143,-0.0088016766508011,0.9985066458618278,0.0546575881408735,0.5088792344998907,0.1281339764919035,0.1367979884627991,74.60947922817351,366.45222231555,389.4125424829445,68.34840951113576,9.79695906763498,8.70777531562743
111,NGC5264,PGC48467,205.4031,-29.9127,4.677351412871984,0.1483756138357739,0.1532366075257467,CF4,269.38290371162884,2.0,LEDA,,,2.0,3.5849603888031645,-0.0091119294928538,0.9981802962184926,0.0603366544721385,0.92591982785243,0.2085128527236701,0.2158690060754382,-37.04696640079884,96.83924850533012,99.91905163588828,-28.66145142840008,8.45707455331144,9.063770128951544
15,ESO215-009,PGC490287,164.375,-48.1839,5.345643593969718,0.073344979741492,0.0743653100465246,CF4,288.7753994138102,2.0,LEDA,,,2.0,2.868884957965679,-0.0146776552932607,0.7925837099525811,0.6557616861262641,3.290484842315167,0.0596061169104515,0.0646031336630841,-550.6751261377364,384.4330394406168,401.9087653947429,164.13384285594086,6.052864712688489,5.491079326663112
44,ESO384-016,PGC49615,209.2559,-35.3329,4.385306977749858,0.0601686673997718,0.0610056969412324,CF4,293.5820954417323,9.0,LEDA,,,9.0,3.6522044342240014,-0.0107630168315817,0.9918827782584252,0.1275008009581446,0.7922539755854296,0.0924811374247224,0.1016750878060197,-18.27244722429989,55.13240574157928,58.26682548730827,17.054051049846564,15.28860193189413,13.992323042829575
112,NGC5398,PGC49923,210.34,-33.0637,12.13388850464978,1.0676506648731046,1.1706556751311332,CF4,1016.1780893951212,3.0,LEDA,,,3.0,3.6711255486448726,-0.0100717789826017,0.9892984321321228,0.1464288891263679,8.40567169680815,1.133683632854523,1.236140630763403,717.212931614202,292.6337711668173,318.44020187001365,716.6246045246816,8.298102166338026,8.244626833214738
113,NGC5408,PGC50073,210.8383,-41.3766,5.199959965335156,0.1649538774561119,0.1703579983673684,CF4,286.4530212783943,3.0,LEDA,,,3.0,3.6798225243075606,-0.0126040331315467,0.9879950953082464,0.1551064247974525,1.5714554332532524,0.2101300621558304,0.2202544283652661,-24.625659315867463,35.67537056699527,36.84450158827292,4.431183547867307,10.2920443194439,10.580407597887078
4,AGC205315,PGC5057800,162.4683,12.5392,10.0,0.4939520634371828,0.5196187382322233,CF4,630.5210466907047,8.0,LEDA,,,8.0,2.835606765117903,0.0038196587501894,0.7717091690849406,0.6892720637852744,7.476143742303097,0.5011988494547088,0.5314569172930748,346.96902685558484,129.78229625003297,135.7548940180069,437.00319034300026,12.3348048254054,11.693671557110063
2,AGC174585,PGC5060050,114.0429,9.9864,7.550922276654341,0.3729793639407202,0.3923600705884746,CF4,216.9121262104047,8.0,LEDA,,,8.0,1.9904240935226407,0.0030420314009579,0.0364676139246909,1.534320625062334,8.322958878816591,0.3606435292175831,0.379919028216074,702.2048213933357,65.1393925330647,67.41906119963161,321.5291270060332,14.413200248915302,14.43590948881382
3,AGC174605,PGC5060076,117.5904,7.7944,9.3756200692588,0.1711243517270837,0.1743057909555556,CF4,195.56997073552807,8.0,LEDA,,,8.0,2.05233964873714,0.0023743100167855,0.0982358465453682,1.4724017895483426,9.760499800484176,0.1781533787192177,0.1814654973356511,970.5226584689811,79.13606251402125,80.21817048105919,269.71800165135465,11.84943350712092,11.938278772174954
6,ALFAZOAJ1952+1428,PGC5060431,298.0491,14.4733,8.203515443298183,0.5122110404320894,0.5463223089761797,CF4,520.8113117871994,6.0,LEDA,,,6.0,5.201938127605832,0.0044088193017989,-0.1062817345664068,1.6772791749932707,9.393719248788342,0.5023584097206868,0.5366883374832696,724.9369741592851,70.09014074197863,73.50359923292108,627.9953126026797,9.905767308358122,9.586830798722076
1,AF7448_001,PGC5067080,344.8981,16.7654,7.798301105232589,0.6533378444774582,0.7130792767911824,CF4,619.7884329127609,6.0,LEDA,,,6.0,6.019607428872654,0.005107032889692,-0.7980749065972276,2.4948898840704823,11.058529754348148,0.7013230989993708,0.7620602379713421,882.4427502923696,119.2320461896138,128.39490429119934,881.8036072099227,10.827015205442194,10.726144528814077
9,DDO187,PGC50961,213.9854,23.0556,2.249054606,0.041049873,0.041813047,CF4,171.6896690498379,2.0,LEDA,,,2.0,3.734749781197074,0.0070231373836344,0.9778370291205392,0.2109280654927989,1.65606814067007,0.1024827743862459,0.103998923266098,142.16235111290197,50.58378848025447,51.25639811534745,140.8897894770452,6.984564880575277,7.009768292273122
7,ANTLIAB,PGC5098252,147.2337,-25.99,1.3931568029453023,0.0627023849672128,0.0656574573300463,CF4,82.16399874981988,6.0,LEDA,,,6.0,2.569712834893575,-0.0079170067402565,0.5776512572153193,0.954947936518196,3.1916375085898,0.0796865876375503,0.0825277886991533,274.74932040478416,29.714223057991266,30.366491953955755,263.76547231776215,7.202643652884092,7.366043832903756
134,PGC051659,PGC51659,217.0149,-46.3052,3.5318316979195674,0.3549576272697998,0.3946176560764289,CF4,177.05685608498544,2.0,LEDA,,,2.0,3.787624530886242,-0.0141053705467074,0.9656395193858442,0.2629033188941502,0.9920678463263756,0.0258639461655751,0.1503689880887531,351.04446312642284,578.2956157642717,1457.5332961863753,93.1188634484178,57.869746493816265,36.86797286114043
114,NGC5643,PGC51969,218.1696,-44.1745,12.13388850464978,0.5993559264388448,0.6304995834636671,CF4,981.322461657002,14.0,LEDA,,,14.0,3.807777847759021,-0.0134563222103679,0.9602074631243098,0.283052225883437,8.563222659525353,0.6587798301746464,0.6897598557318592,694.8185053514118,182.36367897122585,190.0540173879725,694.4626879970652,18.89331451276894,18.830546831950187
16,ESO222-010,PGC52125,218.7626,-49.4217,3.07609681474071,0.1248875880743223,0.130172509764757,CF4,404.30037235400897,4.0,LEDA,,,4.0,3.818127650223347,-0.0150547107354727,0.9572636349044285,0.2934085275370763,1.22512855529842,0.0935334535984115,0.1143046903547302,-120.49725323769164,113.88085775952244,131.1157404779619,27.956786697946164,23.63289648675736,24.70323539132952
27,ESO272-025,PGC52591,220.8561,-44.7051,3.8194427084004654,0.1550669619221332,0.1616289971345059,CF4,427.0300864543019,3.0,LEDA,,,3.0,3.854666118113848,-0.0136179522133067,0.9460629408321236,0.3299364306173707,1.249536578473053,0.0360858251281026,0.0434685112621844,-718.9291066529707,1839.091796568067,2051.3326756288584,123.15137491656029,24.639977459019747,20.13585730694544
17,ESO223-009,PGC53639,225.2858,-48.2918,6.165950018614819,0.0565297695590993,0.0570528330767734,CF4,389.13703775550346,2.0,LEDA,,,2.0,3.931978967989441,-0.0147105235128557,0.9182159007574604,0.4072440125390266,3.0788122779689275,0.0910827783909367,0.0929977232247605,87.25728961011983,30.46199631440362,30.81769790894005,154.61395764249832,6.544420619898432,6.245641526562622
28,ESO274-001,PGC54392,228.5559,-46.8091,2.7289777828080406,0.098709790912657,0.1024142129913361,CF4,336.7381227481352,3.0,LEDA,,,3.0,3.989052979858908,-0.014258867264538,0.8941303114490093,0.4643110118031616,1.8186402590285164,0.0823861079288594,0.0928991066997728,4.1741666654755685,12.221517517693982,12.347325083659875,103.61681741466278,13.772504304943835,13.126904663768954
13,ESO137-018,PGC57888,245.2464,-60.4876,5.72796030985829,0.2071859170507135,0.21496127629743,CF4,421.1910299748804,5.0,LEDA,,,5.0,4.280357158663021,-0.0184255766410905,0.7278720223916235,0.7555828158911112,3.946298224186049,0.1572061949726508,0.1739315636293952,24.712880010624914,127.60169016214552,130.23037489577467,287.68964788646366,6.399830079086087,4.775239232719173
5,AGC229385,PGC5809449,188.0429,20.4233,10.616955571987242,0.9341770093747516,1.0243047221176609,CF4,1282.311904148924,4.0,LEDA,,,4.0,3.281967739998445,0.0062212929495298,0.9705151708248734,0.2434373506539379,7.001447050841898,0.9899394018154002,1.0814723751334183,1010.224842427892,470.02279164412914,512.337143840942,988.2354440441894,10.563310817652564,9.911459731157152
150,PGC592761,PGC592761,204.3561,-39.8887,4.965923214503362,0.2452928018674551,0.2580386754878354,CF4,257.1678840073249,3.0,LEDA,,,3.0,3.566686791534784,-0.012150792872646,0.9991189880713016,0.0419795503255809,1.1929704134755266,0.3112941163300327,0.3245201115029223,-47.97551803110887,114.5593727318909,119.09341341632474,-44.62596693798943,8.844868415270248,9.193166876969606
60,IC4662,PGC60849,266.7892,-64.6391,2.4888573182823914,0.0228179810480511,0.0230291132271887,CF4,143.0251565214582,3.0,LEDA,,,3.0,4.656349948761656,-0.019690195859335,0.4252984825790392,1.1315046710938876,3.538110132476175,0.0589074710393608,0.0600905180860822,315.56838794762587,27.05426952644104,27.400700959451964,270.0717900569259,5.963215708042981,5.867904861626244
61,IC4710,PGC61922,277.1581,-66.9822,7.211074791828994,0.1965218076292805,0.2020276211801732,CF4,580.0755373737172,4.0,LEDA,,,4.0,4.837321393571695,-0.0204039449356372,0.2554990411056158,1.312432485512979,7.23782826421701,0.1880211386517389,0.1932717338050436,580.553714214875,103.0475387216592,105.07052174613858,582.1068288922504,5.135423579588064,4.896738700530477
11,ESO104-022,PGC62572,283.9215,-64.8114,8.749837752274363,0.2384573702505914,0.2451380630259887,CF4,653.1521628997509,4.0,LEDA,,,4.0,4.95536499220108,-0.0197426814407642,0.1398824442221704,1.430453636129801,9.034956852594975,0.2365020330012672,0.2430685432270376,750.2107293189267,89.26100753340077,90.97677557246216,680.5332065804638,5.582983297584292,5.491870116877294
115,NGC6744,PGC62836,287.4413,-63.8577,9.162204901219992,0.4123671489456413,0.4318014139393398,CF4,716.9197499807566,16.0,LEDA,,,16.0,5.016797091212777,-0.0194521678075137,0.0788407223535798,1.491873697988108,9.634094525826528,0.4008810252151438,0.4201913766281162,778.5591820570513,94.30768079043862,97.3196654326208,756.3447543374776,16.831459860764653,16.45083786430257
12,ESO104-044,PGC62869,287.8461,-64.219,9.506047936562815,0.7562101842884541,0.8215661210511573,CF4,639.7233196767561,8.0,LEDA,,,8.0,5.02386218402485,-0.0195622260812826,0.0717986608726672,1.4989358347935062,9.9767939542667,0.7188034161616788,0.7850919372479499,829.9460103182632,138.15801540533698,147.69526677908615,686.7533080256442,11.06552628624297,10.428877373345358
54,ESO594-004,PGC63287,292.4959,-17.679,1.056817509213659,0.0382261211595407,0.0396606869295257,CF4,20.961319136108045,3.0,LEDA,,,3.0,5.105016503584082,-0.0053853313644092,-0.0094485995694427,1.5802450669589034,3.941227463358053,0.0771561826278928,0.0788808850152764,315.94644435188764,17.561086596283957,17.807424884846284,298.8516544852864,6.942843977216114,6.79995398760866
62,IC4870,PGC63432,294.4065,-65.8119,8.317637711026714,0.1893325493857194,0.1937426709970573,CF4,739.3521393973028,3.0,LEDA,,,3.0,5.138362764272686,-0.0200474511692608,-0.0425906167798441,1.6133998303805148,9.284769212184113,0.2037218782672223,0.2083486984928999,752.5894070445744,42.84615994276299,43.48890704719859,810.8516598229132,5.724831567286515,5.419445688327073
48,ESO461-036,PGC64054,300.9889,-31.6816,6.886522963442766,0.2795884833668012,0.2914199492708551,CF4,474.9728374464815,6.0,LEDA,,,6.0,5.25324731695596,-0.0096507672467145,-0.1569553608165177,1.728403370334781,8.363693781188093,0.2900212405815736,0.3019530527993534,650.7191660495279,48.49973224348126,49.84811814206941,601.8761044336,9.349405689658738,9.15256516467764
63,IC4951,PGC64181,302.3822,-61.8506,8.994975815300352,0.561628237657601,0.5990304998589799,CF4,701.1600588517907,3.0,LEDA,,,3.0,5.277564989423998,-0.0188407701842597,-0.1807826666884394,1.752578498612153,10.371425765442906,0.5592082051316112,0.5969202956381867,825.6751661014717,81.86015341895856,86.08987011960356,813.1454910157137,5.957752841585602,5.673445672822822
64,IC5052,PGC65603,313.0212,-69.2014,5.370317963702524,0.1463560737113267,0.1504564291050423,CF4,445.1229485379823,3.0,LEDA,,,3.0,5.463250568543675,-0.0210799519136279,-0.3591504401393441,1.938153765572556,7.601918629698207,0.1815224919815099,0.1861886527943834,617.1859089866955,36.440392383150304,37.117034263220766,622.7955441620542,6.887204957241124,6.700486316985689
116,NGC7090,PGC67045,324.1205,-54.5576,9.289663867799362,0.2531691305763441,0.2602619924149927,CF4,784.8149652267527,4.0,LEDA,,,4.0,5.6569698982102805,-0.0166191953417553,-0.5321123060271726,2.131889770584216,11.750627547832265,0.2949018087293584,0.3027267730405185,971.5241920943072,57.14662223027024,58.3566224388125,981.0222185757904,8.010657531310017,7.863128423797661
151,PGC677373,PGC677373,204.2511,-33.3625,4.446312674691084,0.2967722483474544,0.3179971933630661,CF4,370.71630514606767,4.0,LEDA,,,4.0,3.5648541958201903,-0.010162798667634,0.9991919296193734,0.040203960842365,0.6797114459061333,0.3461718737204755,0.3803978584820604,68.65306346827322,486.7498355509831,532.4858695694764,67.82481506000256,11.195510146548898,9.255311490747404
65,IC5152,PGC67908,330.6723,-51.2966,1.914255925021086,0.0349391082178167,0.0355886747369587,CF4,74.95786533311275,2.0,LEDA,,,2.0,5.771320380142446,-0.0156258379358308,-0.625221266177992,2.246211339462425,5.202863620717165,0.0949766004281178,0.0967423472660389,366.4777796820831,20.28102037371952,20.5297722926384,353.0590383364634,7.134731140298129,7.11500057728631
152,PGC683190,PGC683190,173.2957,-32.9624,5.470159628939719,0.1490770362717697,0.1532536229637724,CF4,419.00085156396,9.0,LEDA,,,9.0,3.0245805445483374,-0.0100409212379774,0.8775360852412382,0.5000969337728465,2.811936057509719,0.1342991958169865,0.1464464627467001,176.23307882988712,142.89050585912054,150.20287728741147,210.30256137097248,10.435747375344562,8.815935113388377
18,ESO238-005,PGC68672,335.627,-48.404,7.834296427662114,0.1783303585495561,0.1824842062146761,CF4,671.0847259727723,3.0,LEDA,,,3.0,5.857796208591009,-0.0147447015873558,-0.6902749390304371,2.332665298408262,10.801618518045633,0.2313425518904246,0.2364623591603809,901.5253732156608,46.88555416672098,47.7200159498332,908.0631797129583,7.5884469170251805,7.503007137646364
155,Tucana,PGC69519,340.458,-64.4206,0.899497,0.0164176811,0.0167229086,CF4,72.71737359679341,4.0,LEDA,,,4.0,5.942113064754855,-0.0196236369531116,-0.748598209759344,2.4167416368804493,4.499979512964583,0.0821480024074974,0.0836752478152993,361.80675170923007,21.638469931027927,21.88405706932417,361.8415607327352,8.640485759624198,8.636389607621311
153,PGC704814,PGC704814,359.6696,-31.4676,3.58096437102636,0.1295269776677949,0.1343879199453623,CF4,298.6776201374474,89.0,LEDA,,,89.0,6.277418739330997,-0.0095855791188802,-0.925104616786201,2.752107344298304,7.228725333930503,0.1948261883482942,0.200876147339243,591.0374329348414,120.94814516727268,121.9241596544186,591.4580969774202,92.57212564221766,92.5785012865473
