,Name,PGC,RA,Dec,Dis,e_Dis_min,e_Dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type,RA_radians,Dec_radians,cos_theta_CoM_CenA_M83_0.76,angular_distance_CoM_CenA_M83_0.76,dis_center_CoM_CenA_M83_0.76,e_dis_center_min_CoM_CenA_M83_0.76,e_dis_center_max_CoM_CenA_M83_0.76,major_infall_velocity_CoM_CenA_M83_0.76,e_major_infall_velocity_min_CoM_CenA_M83_0.76,e_major_infall_velocity_max_CoM_CenA_M83_0.76,minor_infall_velocity_CoM_CenA_M83_0.76,e_minor_infall_velocity_min_CoM_CenA_M83_0.76,e_minor_infall_velocity_max_CoM_CenA_M83_0.76
143,IC5332,PGC71775,353.6145,-36.1016,8.790225168308838,0.3956253031148744,0.4142705492228771,CF4,705.0,3.0,LEDA,,,6.171737307793489,-0.010997176242171837,-0.87779759848584,2.642041367589081,12.397512676853088,0.4463963506066939,0.4653300392508317,1236.723517370422,99.00786318176239,102.67382127958436,1208.7589208567413,11.080245782890643,11.069270940972274
144,ESO471-006,PGC72228,355.9379,-31.9593,4.265795188015924,0.1542979769707004,0.1600885356103356,CF4,269.0,9.0,LEDA,,,6.212288287634325,-0.009735359504189356,-0.8965016324422933,2.682605372152498,7.995342432966908,0.2078373589234772,0.21391855053266084,808.4246804904091,58.16500106017701,59.36065018725783,791.4254451234981,17.070308634429352,17.040582962445797
145,ESO149-003,PGC72675,358.0122,-52.5774,6.854882264526615,0.1560361703613528,0.1596707196730991,CF4,589.0,5.0,LEDA,,,6.248491652308443,-0.01601599192709369,-0.9117831954028403,2.7184018124502,10.576175550083857,0.2110309741636467,0.21500508947950614,1121.8678376563041,57.64220077337324,58.47132992008421,1106.7686180810133,12.937667727865573,12.933873746975678
146,NGC7793,PGC73049,359.4573,-32.591,3.7670379898390873,0.1026622433607542,0.1055384593770805,CF4,228.0,3.0,LEDA,,,6.273713405329013,-0.00992778632826862,-0.9219724338553764,2.74393968620739,7.559667397692165,0.15839672620948253,0.1616083162612867,769.0200734235492,43.09327240951543,43.73531440049664,757.4214174127485,11.122660243879295,11.115883597827406
147,PGC083339,PGC83339,161.7369,12.9992,9.418895965228415,0.5473358448487993,0.5811040347715828,CF4,832.0,4.0,LEDA,,,2.8228414269688167,0.003959782763291383,0.7606358906472583,0.7065042421737509,6.910520980357818,0.5309178559622785,0.5719953793586159,189.9242835272069,102.24763665314885,107.68063021416125,519.1368181715512,14.313352741122742,13.651101021259251
148,PGC086635,PGC86635,187.0206,22.2908,6.165950018614819,0.2503336768600803,0.2609271545553753,CF4,603.0,1.0,LEDA,,,3.264125239055307,0.006790165980981564,0.9649060132078432,0.2657111000103824,2.577214468511284,0.27127798822712634,0.2883184094838125,48.17736236952983,43.869788372127005,45.69661112919252,128.64273590366807,12.55718265634546,12.590289966352088
149,PGC086644,PGC86644,192.9423,21.7357,5.834451042737443,0.2110377908339522,0.2189577048016833,CF4,582.0,4.0,LEDA,,,3.367478401370655,0.006621072851257962,0.9867836989366268,0.16276065783982785,2.0445867831563636,0.25065540290373045,0.26225350656509283,33.78052145864204,40.7064254646245,41.88481274099435,70.1667349071453,14.116645880109296,14.227399812613058
150,PGC086668,PGC86668,135.725,20.0747,8.629785477669701,0.2737552953572226,0.2827239036677529,CF4,484.0,3.0,LEDA,,,2.368848127269304,0.006115103316992239,0.3989262342681255,1.1604507560882769,7.9292623333325265,0.2470622805312166,0.25564888668620345,5550.461431128565,4552.49677737834,4684.8599435206625,465.1614868609196,10.554099761022428,10.926384765996033
151,PGC086669,PGC86669,139.8764,21.6036,9.078205301781855,0.4880700867279053,0.5158010133774766,CF4,497.0,6.0,LEDA,,,2.441303725836596,0.006580832890104138,0.4642454546503404,1.0880138194135376,8.045159635509936,0.4368197972615766,0.47130853513290205,-9343.582456794447,25531.797441994167,27200.93258404947,429.42097643768557,17.16848952490261,16.754830069007653
152,dw1322-39,,200.6336,-39.906,2.95,0.05,0.05,-10,656.0,10.0,-7,stars,dIrr,3.501716910129295,-0.012156062754008393,0.999622941828754,0.02746204177064269,0.9988744550268175,0.10841888675908329,0.10891313968760519,-111.76473446137193,114.3611000641018,114.78776777283036,-109.56900606199389,18.254392656485194,18.28974193791929
153,CoM_CenA_M83_0.76,,202.20712479784373,-0.6841360156847569,3.944472288909641,0.05896636092181448,0.059356154673794584,,544.3560182929789,8.08,,,,3.5291800987134465,-0.011940426005174577,1.0,0.0,0.0,0.0,0.11832251559563182,0.0,0.0,,0.0,0.0,
