,Name,PGC,RA,Dec,Dis,e_Dis_min,e_Dis_max,ref_dis,V_h,e_V_h,ref_V_h,Source,Type,RA_radians,Dec_radians,cos_theta_CoM_CenA_M83_0.76,angular_distance_CoM_CenA_M83_0.76,dis_center_CoM_CenA_M83_0.76,e_dis_center_min_CoM_CenA_M83_0.76,e_dis_center_max_CoM_CenA_M83_0.76,major_infall_velocity_CoM_CenA_M83_0.76,e_major_infall_velocity_min_CoM_CenA_M83_0.76,e_major_infall_velocity_max_CoM_CenA_M83_0.76,minor_infall_velocity_CoM_CenA_M83_0.76,e_minor_infall_velocity_min_CoM_CenA_M83_0.76,e_minor_infall_velocity_max_CoM_CenA_M83_0.76
147,PGC083339,PGC83339,161.7369,12.9992,9.418895965228415,0.5473358448487993,0.5811040347715828,CF4,832.0,4.0,LEDA,,,2.8228414269688167,0.003959782763291383,0.7604783506123037,0.7067468835830021,6.940785960743561,0.5387108300614774,0.5799041606740101,193.35087649790927,96.31669119959709,101.77038289286534,519.2993290412892,13.02182825991116,12.592818361678269
148,PGC086635,PGC86635,187.0206,22.2908,6.165950018614819,0.2503336768600803,0.2609271545553753,CF4,603.0,1.0,LEDA,,,3.264125239055307,0.006790165980981564,0.9648426519243634,0.2659522816966695,2.626866570867327,0.2832028400087152,0.2998161956991945,51.439814327308206,41.7740831752167,43.608179492541886,129.6358179931728,10.159174022687608,10.46406801224748
149,PGC086644,PGC86644,192.9423,21.7357,5.834451042737443,0.2110377908339522,0.2189577048016833,CF4,582.0,4.0,LEDA,,,3.367478401370655,0.006621072851257962,0.9867448786843454,0.1630000509549441,2.1007975443586018,0.2632669237961287,0.27415209110626826,36.93324530058432,39.35325978499872,40.51670922577656,71.99745471202615,11.365485275785687,11.646215918226218
150,PGC086668,PGC86668,135.725,20.0747,8.629785477669701,0.2737552953572226,0.2827239036677529,CF4,484.0,3.0,LEDA,,,2.368848127269304,0.006115103316992239,0.39870355570087684,1.1606935815314015,7.92648248271429,0.2483592833800916,0.25680733988687443,6260.397906256344,5923.972293859903,6104.2080631576055,462.5616552521112,10.818919608461101,11.100402081603704
151,PGC086669,PGC86669,139.8764,21.6036,9.078205301781855,0.4880700867279053,0.5158010133774766,CF4,497.0,6.0,LEDA,,,2.441303725836596,0.006580832890104138,0.4640304038038952,1.0882566054211011,8.048449751419135,0.43907461810141957,0.47424564571208805,-7559.493495064891,17077.00915369927,18209.534273679794,427.1108089065261,17.361629959647587,17.173768180166974
152,dw1322-39,,200.6336,-39.906,2.95,0.05,0.05,-10,656.0,10.0,-7,stars,dIrr,3.501716910129295,-0.012156062754008393,0.9996162341266746,0.02770524938991387,0.936478980232243,0.1201810396616001,0.12164919453949186,-114.87050018401182,137.91109599396947,139.39190694519993,-112.41000702529507,15.284078735279806,15.352187241618225
153,dw1323-40a,,201.2233,-40.7612,3.73,0.15,0.15,-10,450.0,14.0,-7,stars,dSph,3.5120091167283056,-0.012416571571409987,0.9998482791843695,0.01741979634324551,0.16561712451501917,0.09916725034747213,0.21404364048974897,99.3485063857526,3136.8180444408476,6580.585130207634,87.13348517317482,160.4063394860251,23.036348301167124
154,dw1323-40b,,200.9809,-40.8361,3.91,0.61,0.61,-10,497.0,12.0,-7,stars,dSph,3.507778438621471,-0.012439387416152012,0.999765662650632,0.021649318800929625,0.08893875136900664,0.005752413028659059,0.6258258223535201,-144.70417807709273,6332.491986269701,294151.28449016914,-3.4041544321237907,56.049480101506575,65.76385643750457
155,dw1341-43,,205.4032,-43.8553,3.53,0.04,0.04,-10,636.0,14.0,-7,stars,dSph,3.5849621341324167,-0.013359088329972041,0.99845732299556,0.055553106299260045,0.4074590269775812,0.09121326877563957,0.10031637057777576,-106.88114513802167,550.9161663914822,600.8181809761044,-65.16248647473704,25.25442157367732,28.617052047342504
156,dw1342-43,,205.6837,-43.2548,2.9,0.14,0.14,-10,510.0,8.0,-7,stars,Tr,3.5898577826842604,-0.013176165569390124,0.9981738866553382,0.06044285560964279,1.0024942852736158,0.2046180196033841,0.20804278547349164,32.751162782651605,66.1099405336391,66.9217820244333,37.134400741568804,13.786252899036793,13.902027698194026
157,CoM_CenA_M83_0.76,,202.22105221846184,-0.683075358910343,3.881774486782389,0.07086921768658254,0.07218677481368435,,541.3159456250875,5.040000000000001,,,,3.5294231780595426,-0.011921914052227471,1.0,0.0,0.0,0.0,0.1430559925002672,0.0,0.0,,0.0,0.0,
